r0,rc,c
2.034415002850142595e-01,-1.244227052425796565e+00,1.286698091568500677e+05
4.844394018509076694e-02,-3.213638714106936689e-01,1.286681908779232908e+05
2.479566376381168724e-01,3.200659336010188705e-01,1.286703793850523507e+05
-3.347375845471117217e-01,-7.401135538780292400e-01,1.286730863622567267e+05
-7.564181390664282967e-01,-1.790452979994402727e-01,1.286706373895515571e+05
1.937016939341876132e+00,-2.620623316118162460e+00,1.286718784344293090e+05
-1.090585424394922009e+00,1.123538375099949249e+00,1.286715843962550425e+05
3.377109858084943739e-02,3.637424843826732035e-01,1.286702680764747638e+05
-1.257172035849485059e-01,1.738810045665240223e+00,1.286705938807531056e+05
2.127069528883434590e-01,-3.054014476934294731e-01,1.286704874142459012e+05
-1.926117663802734636e+00,-9.734066325131088826e-01,1.286698031610667531e+05
-2.616518498758776179e+00,-1.623032946857158043e-01,1.286700725764842209e+05
1.653436008375842148e+00,-1.201625358453810799e+00,1.286702044610935700e+05
-9.595604417848266343e-02,-2.259330729844372776e+00,1.286688824023374327e+05
-1.157165841460412681e+00,-1.839987187242751177e-01,1.286705533822366997e+05
2.883912913969968184e-01,-3.899056647961601785e-01,1.286704935501663422e+05
9.036494229395012345e-01,1.323106291369070764e+00,1.286710967824344843e+05
1.526402314310109531e+00,8.432532105193962790e-01,1.286697521112204704e+05
1.062672469003362319e-01,1.918727355686760949e-01,1.286689501311781496e+05
1.289009330277586518e-01,-9.930241908963278741e-01,1.286704305011784309e+05
-1.050596897630752924e+00,3.663587747608382239e-02,1.286708832952047669e+05
