r0,rc,c
2.090396232847966385e+00,-9.057186477838805594e-01,1.286730723259259685e+04
-5.135847446619039580e-01,1.447889615320191004e+00,1.286919291646560850e+04
-7.860192404271654221e-01,-1.104313848628486694e+00,1.286525453176992232e+04
2.339544713110242036e-01,-3.292219098920822762e-01,1.286605135786149913e+04
-9.489233924089719441e-01,1.693011784898258432e-01,1.286623418753875922e+04
-5.880017468662063207e-01,-1.584017159027434785e+00,1.286608199823202267e+04
4.511627450967011232e-01,-1.186898408418122441e+00,1.286726553405406776e+04
4.774043928727820379e-02,-1.171351874560348262e-02,1.286715776490394273e+04
9.643580623413542385e-01,9.770013443332505876e-01,1.286788339254635684e+04
-2.106443946925919686e-01,-8.680099036548969416e-01,1.286745260917048290e+04
-9.669254556329017758e-01,4.442787758465732151e-01,1.286681826334924699e+04
2.276912005285482099e+00,1.578426421619736564e+00,1.286721802975733954e+04
-2.218228540751430722e-01,-1.085408540267102762e+00,1.286672478682451765e+04
6.673639992778122032e-01,-6.785850439534849565e-01,1.286645612460278608e+04
-5.985996770806085721e-01,1.298900666136719950e+00,1.286503942132738484e+04
-2.655135306508210058e-01,1.521464282772596155e+00,1.286720380730602301e+04
-8.128474426799570107e-02,-5.710504096753866721e-01,1.286787478102319255e+04
-2.011954980025341122e-01,-4.825061712564590599e-01,1.286672887465878557e+04
1.543042031350099874e+00,-1.409772487201076396e+00,1.286624030841135755e+04
-1.405225351093946973e+00,2.060463183069030091e+00,1.286657772368507904e+04
1.054229879155163641e+00,-1.297214333493792227e+00,1.286814497989082338e+04
-1.189867624515169364e+00,-5.719455229404809549e-01,1.286595786235638843e+04
-1.453616275839361149e+00,8.718423948636374599e-01,1.286701833271982105e+04
1.996017000783693485e+00,-8.671672475387055823e-02,1.286847911300304440e+04
2.148696995976323854e-01,-2.893278503824933678e-01,1.286824521762149925e+04
-4.402311981045042150e-02,6.832121143527621898e-01,1.286613121957452677e+04
-4.422245519650562784e-01,7.410895422043581870e-01,1.286558671271808635e+04
-1.135166750143344894e+00,1.860718097481365019e-01,1.286569598989363112e+04
-3.295200370171550430e-01,-2.275777475684466755e-01,1.286671853775592717e+04
-7.883383695207380262e-03,-3.654042141547385047e-01,1.286934946741221756e+04
-1.327818995032638894e+00,1.161543970116063695e+00,1.286822057267454329e+04
-1.774934714996385388e-01,-2.661713969895688758e-01,1.286607158083397007e+04
-7.931828678912781205e-01,-1.505877251780873616e+00,1.286710402608551703e+04
-7.761598183500750814e-01,1.748906685837829655e-01,1.286673812746448129e+04
7.924211124145433827e-01,6.483035122594997535e-02,1.286642050602139534e+04
3.613443781941689803e-01,1.332955200213784774e+00,1.286823287346993857e+04
1.265174878894428367e-01,-1.306211196562298837e-01,1.286838502898603656e+04
1.900756962708580300e+00,2.446962629885772456e-01,1.286614196743377033e+04
1.481285406643187086e+00,-6.180938286340196264e-01,1.286675209429887218e+04
-6.123864975759869544e-01,1.216699575865923366e+00,1.286634611088326710e+04
6.774291334841554546e-01,1.150180438941152294e+00,1.286633264908663659e+04
1.917817031618071599e+00,-2.270956932681159057e-02,1.286802048133743665e+04
5.939174642718628716e-01,-1.889809975084616456e-03,1.286682746773201325e+04
2.228623800551259304e+00,9.955582175964510228e-01,1.286795559952139229e+04
9.900213402587425549e-01,-1.746344448074159117e-01,1.286553432856552899e+04
3.059013574699613325e-01,9.971233117825026859e-01,1.286666833080609831e+04
5.876778034013577789e-01,-4.607475073769651958e-02,1.286982548601271628e+04
1.126678452470544878e+00,-1.399433156995482930e-01,1.286695052451828815e+04
7.699733847700802603e-01,7.064954072416187447e-01,1.286529312098522678e+04
-4.174946247061803728e-01,-3.971303581025087404e-01,1.286676366991439681e+04
6.943772257760223721e-02,-4.999229935263189706e-01,1.286754511214629019e+04
-6.864792205994622032e-01,1.356278016300742406e+00,1.286758923142144158e+04
6.114126905024524355e-02,-2.280932098276995834e+00,1.286531404487331929e+04
-1.034552034101257068e+00,-1.101888524700358474e+00,1.286685594971716819e+04
9.880570944480777662e-01,1.188998505179746479e+00,1.286723613166923860e+04
-7.091197871228750449e-01,1.230558069607508714e-01,1.286652916925267346e+04
-7.415556543034751424e-01,3.295175739477213539e-01,1.286682718425415806e+04
5.941777088086315217e-01,1.092613452038116550e+00,1.286558792285132949e+04
4.025096050454924357e-01,-1.777959353248065311e-01,1.286568430320935840e+04
9.341872739061524156e-01,-5.149555107904226769e-01,1.286709125509443038e+04
6.411931962193621048e-01,-5.377679889124722390e-01,1.286728019791226870e+04
-3.313574899148477027e-01,8.211931222684298870e-01,1.286558203967645932e+04
-1.234431558078034730e+00,-4.322159704416213555e-01,1.286679209539644398e+04
-5.962464092633636137e-02,7.201544504330941177e-01,1.286544017577818522e+04
3.296037299224887085e-01,6.569664187220495277e-01,1.286824318314567063e+04
-2.315114853095113556e+00,-4.830667835691005996e-01,1.286639302922122806e+04
6.794621645454118619e-01,-1.919203475205250919e+00,1.286741264063759991e+04
5.381461264969578107e-01,-6.807292680165460963e-01,1.286736788064381108e+04
6.632142622946602950e-01,1.302580383290180555e+00,1.286779681438622538e+04
-5.692676765810052997e-01,4.583233079296679668e-01,1.286819104958388743e+04
-1.121497650119321454e+00,5.550868640669163190e-01,1.286576295724789998e+04
-1.098483264416832084e+00,1.568706043586137522e+00,1.286878510899791763e+04
2.433509985801068920e-02,-8.199567338497308899e-01,1.286590905289305010e+04
1.206459681763477176e+00,9.602242693265887752e-01,1.286805375967590771e+04
1.160460698291716497e+00,-1.647611208069245325e+00,1.286678748422134231e+04
-1.167322432863520776e+00,1.817568532875423415e+00,1.286747556615853136e+04
5.898932388718406417e-01,2.814693124963665749e+00,1.286777069038778791e+04
-3.592645880488687382e-01,-1.812695812985674282e+00,1.286773083522803972e+04
4.519948513269252399e-01,-5.880062159610912609e-01,1.286536537532540206e+04
-8.691087435697566477e-01,9.410033028737846417e-01,1.286636065863703698e+04
-5.378354893457981678e-01,-1.791309797767271395e+00,1.286759791966600278e+04
7.849432418597210859e-01,6.873352735194284691e-01,1.286617753630118386e+04
1.101248309446688722e+00,-6.302768786374680909e-02,1.286641007328340129e+04
